Time,Latitude,Longitude,counts,Temperature,Humidity,4725,1008.8262652922112,36.89588708010372,105184.5
1712797397.12,0,0,44.0,20.40607Pressure,Altitude,VOC
1712797377.11,0,0,37.0,20.89357421875,48.87751402392893,1008.691800707788,38.01943054451257,79335.0
1712797379.12,0,0,43.0,20.679609375,51.17219058875651,1008.6868038606173,38.06118494369292,54366.0
1712797381.12,0,0,38.5,20.61935546875,50.69689975849337,1008.6959720229514,37.98457454709525,71050.0
1712797383.12,0,0,37.5,20.611640625,50.18183436639333,1008.7112288526494,37.85708766299055,79441.0
1712797385.09,0,0,37.5,20.6005078125,49.75949990323474,1008.734422689432,37.66328180803433,86089.0
1712797387.12,0,0,41.0,20.57990234375,49.43796629719752,1008.7699205016952,37.36667169092465,91472.5
1712797389.11,0,0,38.5,20.547480468750003,49.20065517540099,1008.8018231962617,37.10010849959106,94786.0
1712797391.12,0,0,43.5,20.499921875,49.068867787374494,1008.813446537448,37.0029914884152,97956.5
1712797393.09,0,0,43.5,20.45529296875,48.91238721199888,1008.8163061635745,36.979098249766864,101959.5
1712797395.12,0,0,41.5,20.4235546875,48.8362055532421875,48.82780088015098,1008.8328099805417,36.841204912319455,108962.0
1712797399.11,0,0,39.5,20.40255859375,48.83680844703558,1008.8414321904472,36.769164893791526,111790.0
1712797401.11,0,0,38.5,20.3958203125,48.854857362125344,1008.86600129058,36.563889100519944,114725.0
1712797403.09,0,0,38.5,20.380000000000003,48.85294564620429,1008.8838703426669,36.41459467408295,118316.5
1712797405.12,0,0,38.5,20.3583203125,48.86604091483926,1008.9038618522166,36.24757059761008,121259.0
1712797407.11,0,0,40.5,20.329609374999997,48.92231743684471,1008.9410894834602,35.936548529733415,123987.0
1712797409.12,0,0,38.5,20.308515625,48.97953344905235,1008.9697433355966,35.69716392076171,126414.5
1712797411.14,0,0,37.0,20.29337890625,49.05322564749824,1008.9930191467217,35.50271314852253,129826.5
1712797413.09,0,0,37.0,20.271113281250003,49.085149951275994,1009.0137206457571,35.32977206871348,132227.0
1712797415.11,0,0,37.5,20.25119140625,49.08902501724138,1009.0221268955173,35.25954652986255,134939.0
1712797417.09,0,0,41.5,20.25119140625,49.08902501724138,1009.0221268955173,35.25954652986255,134939.0
1712797419.12,0,0,38.5,20.23654296875,49.18486442686532,1009.036821192931,35.136792408900035,137245.0
1712797421.09,0,0,38.5,20.22150390625,49.31536854483666,1009.0500042944286,35.026663595158865,138545.5
1712797423.11,0,0,32.0,20.21876953125,49.485328153740866,1009.0548077474268,34.98653694796184,140576.5
1712797425.12,0,0,34.5,20.2253125,49.63761977362937,1009.066645896777,34.887645121447676,143882.0
1712797427.12,0,0,41.5,20.2313671875,49.70152368552495,1009.0802263605273,34.77419967612865,145760.0
1712797429.11,0,0,42.5,20.23869140625,49.78457334854809,1009.0967922123782,34.635817191340315,147870.0
1712797431.09,0,0,42.5,20.2430859375,49.91156774422027,1009.1058777843529,34.55992188526679,151670.5
1712797433.12,0,0,42.5,20.237324218749997,49.88872592585139,1009.1149930439642,34.483779138077026,153826.0
1712797435.13,0,0,43.0,20.22990234375,49.71714437186655,1009.1238828578012,34.40952015335175,156398.5
1712797437.12,0,0,37.5,20.221699218749997,49.485688559972715,1009.1203587580607,34.438957841363056,158991.5
1712797439.12,0,0,37.5,20.22208984375,49.33434930061102,1009.1287004529626,34.369277722129965,161814.0
1712797441.1,0,0,37.5,20.23859375,49.20085998588908,1009.1478686374463,34.209163316002524,163071.5
1712797443.12,0,0,38.0,20.257734375,49.11185683255577,1009.1680471776288,34.040611688215456,165324.5
1712797445.13,0,0,28.0,20.27462890625,48.95971225804434,1009.182746317358,33.917831349184944,167205.5
1712797447.12,0,0,39.5,20.28888671875,48.83877701760915,1009.1913101268633,33.84629959258052,168294.5
1712797449.13,0,0,39.5,20.305292968750003,48.869058068715574,1009.2222704354594,33.58769802173535,170686.0
1712797451.12,0,0,46.0,20.3255078125,48.90295093479884,1009.2451052552223,33.39697006575214,171907.0
1712797453.12,0,0,48.0,20.34357421875,48.98692896580391,1009.2540829623713,33.32198463656715,173960.0
1712797455.12,0,0,43.0,20.358027343750003,48.96036568354643,1009.2552852680062,33.3119425458524,176605.0
1712797457.11,0,0,41.5,20.370722656250003,48.92100657967674,1009.2475563811935,33.37649720094512,178288.0
1712797459.09,0,0,41.5,20.3817578125,48.97582595463899,1009.2319142579755,33.507147498832836,179622.5
1712797461.12,0,0,39.5,20.396796875,48.98709035173732,1009.2255551585588,33.56026197448507,181463.5
1712797463.12,0,0,45.0,20.41115234375,49.04548411850203,1009.2206099101109,33.60156753016848,183043.0
1712797465.12,0,0,46.5,20.42716796875,49.138744241649974,1009.2081991984771,33.705229635291296,183043.0
1712797467.09,0,0,51.5,20.42716796875,49.138744241649974,1009.2081991984771,33.705229635291296,183043.0
1712797469.09,0,0,51.5,20.44474609375,49.279524665477076,1009.182178238786,33.9225765562462,184854.5
1712797471.11,0,0,50.0,20.462910156249997,49.38579066676243,1009.1639724583197,34.07464761069753,185818.5
1712797473.11,0,0,52.0,20.4784375,49.39084163240612,1009.1601337726613,34.1067120965523,186602.0
1712797475.12,0,0,52.0,20.49298828125,49.395776534667384,1009.1520917322903,34.17388740753231,189707.0
1712797477.1,0,0,52.0,20.501484375,49.311662434918645,1009.1543908176112,34.15468312521025,190968.5
1712797479.11,0,0,53.0,20.51486328125,49.20297792214623,1009.1623217717649,34.08843574775513,193709.5
1712797481.11,0,0,53.0,20.532343750000003,49.08225385338396,1009.1557763993497,34.143109250456355,194563.5
