Time,Latitude,Longitude,counts,Temperature,Humidity,Pressure,Altitude,VOC
1712795478.31,0,0,70.5,23.995136718749997,41.56037457563741,1007.4825571182523,48.12893983704177,15763.0
1712795480.31,0,0,54.0,23.995136718749997,41.56037457563741,1007.4825571182523,48.12893983704177,15763.0
1712795482.31,0,0,60.0,23.995136718749997,41.56037457563741,1007.4825571182523,48.12893983704177,15763.0
1712795484.31,0,0,46.5,23.995136718749997,41.56037457563741,1007.4825571182523,48.12893983704177,15763.0
1712795486.29,0,0,46.5,23.995136718749997,41.56037457563741,1007.4825571182523,48.12893983704177,15763.0
1712795488.31,0,0,56.0,23.995136718749997,41.56037457563741,1007.4825571182523,48.12893983704177,15763.0
1712795490.31,0,0,43.0,23.995136718749997,41.56037457563741,1007.4825571182523,48.12893983704177,15763.0
1712795492.31,0,0,51.5,23.995136718749997,41.56037457563741,1007.4825571182523,48.12893983704177,15763.0
1712795494.3,0,0,46.5,23.995136718749997,41.56037457563741,1007.4825571182523,48.12893983704177,15763.0
1712795496.28,0,0,46.5,23.995136718749997,41.56037457563741,1007.4825571182523,48.12893983704177,15763.0
1712795498.31,0,0,44.0,23.995136718749997,41.56037457563741,1007.4825571182523,48.12893983704177,15763.0
1712795500.31,0,0,43.5,23.995136718749997,41.56037457563741,1007.4825571182523,48.12893983704177,15763.0
1712795502.3,0,0,46.0,23.995136718749997,41.56037457563741,1007.4825571182523,48.12893983704177,15763.0
1712795504.29,0,0,46.0,23.995136718749997,41.56037457563741,1007.4825571182523,48.12893983704177,15763.0
1712795506.3,0,0,44.5,23.995136718749997,41.56037457563741,1007.4825571182523,48.12893983704177,15763.0
1712795508.31,0,0,46.0,23.995136718749997,41.56037457563741,1007.4825571182523,48.12893983704177,15763.0
1712795510.31,0,0,51.5,23.995136718749997,41.56037457563741,1007.4825571182523,48.12893983704177,15763.0
1712795512.31,0,0,50.0,23.995136718749997,41.56037457563741,1007.4825571182523,48.12893983704177,15763.0
1712795514.28,0,0,50.0,23.995136718749997,41.56037457563741,1007.4825571182523,48.12893983704177,15763.0
1712795516.32,0,0,45.0,23.995136718749997,41.56037457563741,1007.4825571182523,48.12893983704177,15763.0
1712795518.31,0,0,53.5,23.995136718749997,41.56037457563741,1007.4825571182523,48.12893983704177,15763.0
1712795520.3,0,0,38.5,23.995136718749997,41.56037457563741,1007.4825571182523,48.12893983704177,15763.0
1712795522.31,0,0,55.0,23.995136718749997,41.56037457563741,1007.4825571182523,48.12893983704177,15763.0
1712795524.29,0,0,55.0,23.995136718749997,41.56037457563741,1007.4825571182523,48.12893983704177,15763.0
1712795526.31,0,0,54.5,23.995136718749997,41.56037457563741,1007.4825571182523,48.12893983704177,15763.0
1712795528.31,0,0,51.5,23.995136718749997,41.56037457563741,1007.4825571182523,48.12893983704177,15763.0
1712795530.31,0,0,62.5,23.995136718749997,41.56037457563741,1007.4825571182523,48.12893983704177,15763.0
1712795532.28,0,0,62.5,23.995136718749997,41.56037457563741,1007.4825571182523,48.12893983704177,15763.0
1712795534.31,0,0,47.0,23.995136718749997,41.56037457563741,1007.4825571182523,48.12893983704177,15763.0
1712795536.31,0,0,52.0,23.995136718749997,41.56037457563741,1007.4825571182523,48.12893983704177,15763.0
1712795538.31,0,0,48.5,23.995136718749997,41.56037457563741,1007.4825571182523,48.12893983704177,15763.0
1712795540.34,0,0,42.0,23.995136718749997,41.56037457563741,1007.4825571182523,48.12893983704177,15763.0
1712795542.28,0,0,42.0,23.995136718749997,41.56037457563741,1007.4825571182523,48.12893983704177,15763.0
1712795544.31,0,0,41.0,23.995136718749997,41.56037457563741,1007.4825571182523,48.12893983704177,15763.0
1712795546.35,0,0,57.5,23.995136718749997,41.56037457563741,1007.4825571182523,48.12893983704177,15763.0
1712795548.31,0,0,44.0,23.995136718749997,41.56037457563741,1007.4825571182523,48.12893983704177,15763.0
1712795550.31,0,0,60.5,23.995136718749997,41.56037457563741,1007.4825571182523,48.12893983704177,15763.0
1712795552.29,0,0,60.5,23.995136718749997,41.56037457563741,1007.4825571182523,48.12893983704177,15763.0
1712795554.31,0,0,54.5,23.995136718749997,41.56037457563741,1007.4825571182523,48.12893983704177,15763.0
1712795556.31,0,0,54.0,23.995136718749997,41.56037457563741,1007.4825571182523,48.12893983704177,15763.0
1712795558.31,0,0,47.5,23.995136718749997,41.56037457563741,1007.4825571182523,48.12893983704177,15763.0
1712795560.31,0,0,57.0,23.995136718749997,41.56037457563741,1007.4825571182523,48.12893983704177,15763.0
1712795562.3,0,0,57.0,23.995136718749997,41.56037457563741,1007.4825571182523,48.12893983704177,15763.0
1712795564.31,0,0,52.0,23.995136718749997,41.56037457563741,1007.4825571182523,48.12893983704177,15763.0
1712795566.31,0,0,43.0,23.995136718749997,41.56037457563741,1007.4825571182523,48.12893983704177,15763.0
